epi,step,reward,alpha,temporal
512,262144,-5695.715079331308,0.3034483790397644,0.8
513,262656,-5689.064621958242,0.30384254455566406,0.8
514,263168,-2920.2498725768664,0.3036459684371948,0.8
515,263680,-2164.046881322985,0.3014010190963745,0.8
516,264192,-1845.9554410133856,0.3032294809818268,0.8
517,264704,-4123.934388482983,0.3030737042427063,0.8
518,265216,-4832.419201837254,0.30247387290000916,0.8
519,265728,-6574.701378073426,0.30354323983192444,0.8
520,266240,-2598.7854303046333,0.3022116720676422,0.8
521,266752,-1684.6017524731396,0.3022512197494507,0.8
522,267264,-2698.833295245667,0.3024713099002838,0.8
523,267776,-12377.359480893012,0.30309024453163147,0.8
524,268288,-4943.0213317087355,0.3034879267215729,0.8
525,268800,-1411.3505185764006,0.30171817541122437,0.8
526,269312,-2414.017650817808,0.30306944251060486,0.8
527,269824,-1868.3526321317554,0.3021219074726105,0.8
528,270336,-7870.1163367863355,0.30307549238204956,0.8
529,270848,-4523.7196397429725,0.30208611488342285,0.8
530,271360,-6963.196288598488,0.30294543504714966,0.8
531,271872,-2778.6857595341603,0.30410608649253845,0.8
532,272384,-2448.850922843655,0.30236995220184326,0.8
533,272896,-5532.034915116098,0.30358678102493286,0.8
534,273408,-2913.2626114849295,0.30235302448272705,0.8
535,273920,-3880.2799604793613,0.30254003405570984,0.8
536,274432,-6499.730602150993,0.3035213351249695,0.8
537,274944,-1783.7683549311612,0.3038899302482605,0.8
538,275456,-2735.172639020316,0.30208253860473633,0.8
539,275968,-6101.819068756636,0.30340129137039185,0.8
540,276480,-4743.312823399187,0.30296310782432556,0.8
541,276992,-3042.3975751658722,0.30279651284217834,0.8
542,277504,-2912.2782346841523,0.3014097809791565,0.8
543,278016,-1779.6471897324927,0.30086278915405273,0.8
544,278528,-5145.370417269226,0.30147525668144226,0.8
545,279040,-9628.139779710786,0.3011687695980072,0.8
546,279552,-3374.6473033350144,0.30161261558532715,0.8
547,280064,-3868.1083157698995,0.29989826679229736,0.8
548,280576,-4567.395538523993,0.30284398794174194,0.8
549,281088,-3617.0710867849684,0.3004502058029175,0.8
550,281600,-3928.121744096291,0.30090853571891785,0.8
551,282112,-2393.8110265694077,0.300557941198349,0.8
552,282624,-5862.863190268439,0.30012524127960205,0.8
553,283136,-1743.7535504066877,0.3009534776210785,0.8
554,283648,-8459.135741616084,0.30015167593955994,0.8
555,284160,-10824.459259499135,0.30062761902809143,0.8
556,284672,-10220.715971698717,0.2997226119041443,0.8
557,285184,-1833.616127798834,0.3000935912132263,0.8
558,285696,-3461.196092627182,0.2998380661010742,0.8
559,286208,-2732.1120412113683,0.30108362436294556,0.8
560,286720,-4232.347929607848,0.30072349309921265,0.8
561,287232,-7776.752263528775,0.3004534840583801,0.8
562,287744,-1548.6736442739975,0.30048757791519165,0.8
563,288256,-6731.138201111699,0.299957275390625,0.8
564,288768,-2603.219631360389,0.2984374165534973,0.8
565,289280,-3848.121716576024,0.30000221729278564,0.8
566,289792,-6750.323249487762,0.2994701862335205,0.8
567,290304,-7284.422398738854,0.2993229627609253,0.8
568,290816,-4374.35846209841,0.30041611194610596,0.8
569,291328,-7831.496627355779,0.3002123534679413,0.8
570,291840,-5121.606812732347,0.30149468779563904,0.8
571,292352,-15293.374816462585,0.30013954639434814,0.8
572,292864,-3288.0520817767574,0.29946812987327576,0.8
573,293376,-9716.89670236495,0.2988215982913971,0.8
574,293888,-6358.85165931529,0.29809436202049255,0.8
575,294400,-7396.401056133866,0.29842182993888855,0.8
576,294912,-1293.8549766237925,0.2983679473400116,0.8
577,295424,-9544.956487383179,0.2984592914581299,0.8
578,295936,-8532.805183200713,0.2978959381580353,0.8
579,296448,-2021.6987574778489,0.2993587553501129,0.8
580,296960,-8442.9382901419,0.29973965883255005,0.8
581,297472,-3696.5934569316473,0.2990635335445404,0.8
582,297984,-3395.5994173253894,0.29811790585517883,0.8
583,298496,-3620.147418010634,0.2991439402103424,0.8
584,299008,-3948.7189632717445,0.29981738328933716,0.8
585,299520,-6423.583150852934,0.2997734844684601,0.8
586,300032,-4128.921474149765,0.29899880290031433,0.8
587,300544,-5359.4786553836175,0.29907459020614624,0.8
588,301056,-8573.578080729487,0.30102571845054626,0.8
589,301568,-3041.67930281801,0.29854241013526917,0.8
590,302080,-2938.6876152014606,0.2987447679042816,0.8
591,302592,-4188.138842218778,0.2989407777786255,0.8
592,303104,-2499.000651898769,0.3001968562602997,0.8
593,303616,-10216.36416421577,0.29816359281539917,0.8
594,304128,-3310.7749988551027,0.29912301898002625,0.8
595,304640,-4852.320636213742,0.3003978729248047,0.8
596,305152,-1680.629880057746,0.3005463182926178,0.8
597,305664,-3052.2529517358453,0.29987582564353943,0.8
598,306176,-5702.128161100082,0.2988218665122986,0.8
599,306688,-1989.8027358937068,0.2996901869773865,0.8
600,307200,-2622.1695435105685,0.29826635122299194,0.8
601,307712,-5769.987791587414,0.2983109652996063,0.8
602,308224,-3054.537046552503,0.2992486357688904,0.8
603,308736,-4553.368464449426,0.2986721992492676,0.8
604,309248,-4674.429099986815,0.298772394657135,0.8
605,309760,-3112.4858598236756,0.2987464666366577,0.8
606,310272,-1510.3993670452066,0.29768651723861694,0.8
607,310784,-4163.4269997963775,0.29819992184638977,0.8
608,311296,-9585.649760983662,0.2978271543979645,0.8
609,311808,-5586.373886646315,0.29844510555267334,0.8
610,312320,-2300.990864415817,0.2977883815765381,0.8
611,312832,-4520.545351272841,0.29759907722473145,0.8
612,313344,-4396.884146329473,0.2967158257961273,0.8
613,313856,-4284.415225288963,0.2974083721637726,0.8
614,314368,-1598.1520779771804,0.29799148440361023,0.8
615,314880,-6143.453735173644,0.2976572811603546,0.8
616,315392,-2321.2746424165775,0.2976225018501282,0.8
617,315904,-2897.8544509027697,0.2983478903770447,0.8
618,316416,-3519.48100168298,0.29700854420661926,0.8
619,316928,-1520.864661991516,0.2969095706939697,0.8
620,317440,-2064.351440946675,0.2968396544456482,0.8
621,317952,-11815.892011055186,0.29570847749710083,0.8
622,318464,-4164.932850706453,0.2963894307613373,0.8
623,318976,-2605.3640199205865,0.29684585332870483,0.8
624,319488,-3086.603732675206,0.29402902722358704,0.8
625,320000,-3986.3998705541853,0.29640641808509827,0.8
626,320512,-2224.74122371615,0.2956380248069763,0.8
627,321024,-4301.095110887654,0.29591506719589233,0.8
628,321536,-2319.365867660169,0.2966195344924927,0.8
629,322048,-16879.65316431827,0.29771095514297485,0.8
630,322560,-4877.495965733508,0.2969951927661896,0.8
631,323072,-2806.1827416359206,0.29608389735221863,0.8
632,323584,-4086.0114655832053,0.2968813180923462,0.8
633,324096,-8715.114269565522,0.2973150908946991,0.8
634,324608,-4584.466198773792,0.2967192232608795,0.8
635,325120,-1886.476955141914,0.295645147562027,0.8
636,325632,-6284.899535319157,0.29697948694229126,0.8
637,326144,-1573.1918799427017,0.2971084415912628,0.8
638,326656,-6011.289167050266,0.2948018014431,0.8
639,327168,-2704.5612151427854,0.29659366607666016,0.8
640,327680,-2766.206118391177,0.29750901460647583,0.8
641,328192,-6941.62498347759,0.2957215905189514,0.8
642,328704,-9802.376048745517,0.29671505093574524,0.8
643,329216,-4359.304492208441,0.2965899109840393,0.8
644,329728,-4779.051640720621,0.29731395840644836,0.8
645,330240,-1986.187625979112,0.297499418258667,0.8
646,330752,-4458.3454463061535,0.29702040553092957,0.8
647,331264,-1301.4456552282097,0.29685524106025696,0.8
648,331776,-8738.574773012171,0.2973695993423462,0.8
649,332288,-3917.002745351906,0.29639098048210144,0.8
650,332800,-1360.93934442506,0.2965247929096222,0.8
651,333312,-3378.4922767333906,0.2960401773452759,0.8
652,333824,-5827.546888606685,0.29759395122528076,0.8
653,334336,-3442.825432380539,0.2970622479915619,0.8
654,334848,-4089.023442894372,0.29808345437049866,0.8
655,335360,-1251.5637195778545,0.2970874607563019,0.8
656,335872,-2612.074892503286,0.29668885469436646,0.8
657,336384,-1370.622309832284,0.296862930059433,0.8
658,336896,-2500.5490100706825,0.29768940806388855,0.8
659,337408,-4313.6177155081805,0.29781845211982727,0.8
660,337920,-1987.2354150390136,0.2966312766075134,0.8
661,338432,-3534.4338679074276,0.2976182699203491,0.8
662,338944,-5931.452042319761,0.2981029152870178,0.8
663,339456,-2075.02939461223,0.2967684864997864,0.8
664,339968,-7274.101596260216,0.2968907952308655,0.8
665,340480,-1908.628013254926,0.2966742217540741,0.8
666,340992,-2810.201109053702,0.29663604497909546,0.8
667,341504,-6462.521372778526,0.29688116908073425,0.8
668,342016,-3628.1190705253007,0.2973681688308716,0.8
669,342528,-6741.56591844853,0.29663729667663574,0.8
670,343040,-4865.348843314362,0.29731711745262146,0.8
671,343552,-1724.8322823887233,0.295807808637619,0.8
672,344064,-14283.364190531554,0.2972933053970337,0.8
673,344576,-5844.02619497682,0.2973271608352661,0.8
674,345088,-2200.3846756095168,0.295960396528244,0.8
675,345600,-2317.806068239807,0.29714441299438477,0.8
676,346112,-2049.78889122129,0.29740110039711,0.8
677,346624,-2480.2285320920346,0.29449430108070374,0.8
678,347136,-2626.558458498663,0.29749640822410583,0.8
679,347648,-3908.9182355933576,0.296809583902359,0.8
680,348160,-3433.076470016048,0.2972901165485382,0.8
681,348672,-2439.7929391092553,0.2980744540691376,0.8
682,349184,-3238.6209173614684,0.2976246774196625,0.8
683,349696,-3298.855945727399,0.2980339229106903,0.8
684,350208,-1699.916025762091,0.29699110984802246,0.8
685,350720,-3239.446111634003,0.29725977778434753,0.8
686,351232,-6154.059596763406,0.29653266072273254,0.8
687,351744,-3727.6224887767135,0.29714205861091614,0.8
688,352256,-6609.101124759458,0.2967801094055176,0.8
689,352768,-2392.921163286684,0.296051949262619,0.8
690,353280,-3044.2017292714777,0.2978898286819458,0.8
691,353792,-3897.300116024555,0.2957105040550232,0.8
692,354304,-1894.0283127512353,0.29607313871383667,0.8
693,354816,-2983.3973904076533,0.29753607511520386,0.8
694,355328,-10392.481874620822,0.29560425877571106,0.8
695,355840,-3064.8309027165005,0.297002911567688,0.8
696,356352,-3990.0945619331196,0.29667723178863525,0.8
697,356864,-3682.1597527524664,0.29823946952819824,0.8
698,357376,-4402.135799831743,0.2956275939941406,0.8
699,357888,-4509.957996976355,0.29629674553871155,0.8
700,358400,-2958.843587228399,0.29756414890289307,0.8
701,358912,-2892.7723404150274,0.297861784696579,0.8
702,359424,-3218.690559769545,0.29809731245040894,0.8
703,359936,-1076.583063844354,0.29635223746299744,0.8
704,360448,-8380.357146885939,0.29713550209999084,0.8
705,360960,-3181.8949168605,0.29727450013160706,0.8
706,361472,-8648.252841256432,0.2961924970149994,0.8
707,361984,-2934.127021180355,0.2966710925102234,0.8
708,362496,-7074.6124380735455,0.29638025164604187,0.8
709,363008,-3595.1812957682573,0.29729530215263367,0.8
710,363520,-3734.9318845549883,0.29576992988586426,0.8
711,364032,-1885.7693123249157,0.2964502274990082,0.8
712,364544,-7762.338924554833,0.2968218922615051,0.8
713,365056,-2525.0201089329225,0.2962426543235779,0.8
714,365568,-3227.433791579833,0.29622048139572144,0.8
715,366080,-3261.362731897031,0.2963739335536957,0.8
716,366592,-5260.443646629289,0.29575878381729126,0.8
717,367104,-2333.7544864361344,0.29475516080856323,0.8
718,367616,-8301.141233714268,0.2952023148536682,0.8
719,368128,-2963.3321068796567,0.2961392402648926,0.8
720,368640,-6696.831734461039,0.295563280582428,0.8
721,369152,-2897.858714561051,0.2966841161251068,0.8
722,369664,-1478.4521263272209,0.2970224618911743,0.8
723,370176,-9150.84123341678,0.29549339413642883,0.8
724,370688,-1830.2437920354855,0.29497069120407104,0.8
725,371200,-3027.8485111876826,0.2962629497051239,0.8
726,371712,-2936.7596637696965,0.2964998483657837,0.8
727,372224,-2030.9954033290649,0.2970368266105652,0.8
728,372736,-2038.955340450858,0.2964913547039032,0.8
729,373248,-7630.754999506,0.29551517963409424,0.8
730,373760,-2711.2823540134077,0.2946835458278656,0.8
731,374272,-4097.981923347542,0.29553231596946716,0.8
732,374784,-8414.061245770461,0.2968248724937439,0.8
733,375296,-1874.9487073437308,0.29721662402153015,0.8
734,375808,-2517.54776988028,0.2959764301776886,0.8
735,376320,-5284.881753089558,0.29651814699172974,0.8
736,376832,-2090.6901119316153,0.2957753837108612,0.8
737,377344,-1948.68474684238,0.29642152786254883,0.8
738,377856,-6803.696366680954,0.2965439260005951,0.8
739,378368,-7767.899695450303,0.29705581068992615,0.8
740,378880,-8286.654424629174,0.2971608340740204,0.8
741,379392,-3655.3378108944335,0.29782727360725403,0.8
742,379904,-2300.440303487711,0.2959362864494324,0.8
743,380416,-2918.2323722737456,0.29730579257011414,0.8
744,380928,-4396.42621514542,0.29629087448120117,0.8
745,381440,-6492.91721646328,0.2968744933605194,0.8
746,381952,-23488.91229208871,0.29688334465026855,0.8
747,382464,-6279.606606715363,0.296936571598053,0.8
748,382976,-3718.726507754288,0.2966125011444092,0.8
749,383488,-2797.819805404898,0.2962811291217804,0.8
750,384000,-5482.668210655063,0.29536452889442444,0.8
751,384512,-3375.7466131903484,0.29608049988746643,0.8
752,385024,-2190.1041301935206,0.296193927526474,0.8
753,385536,-1495.7338562604682,0.2957128584384918,0.8
754,386048,-3770.538576500423,0.29627928137779236,0.8
755,386560,-2552.513109785106,0.2962874174118042,0.8
756,387072,-1624.4768862604944,0.29468226432800293,0.8
757,387584,-5720.72207338773,0.2978319525718689,0.8
758,388096,-5104.303606773808,0.29536181688308716,0.8
759,388608,-1477.6755385842928,0.2951923906803131,0.8
760,389120,-5391.065164229731,0.2939663529396057,0.8
761,389632,-13707.111677277442,0.2939017713069916,0.8
762,390144,-3416.351865181599,0.29463791847229004,0.8
763,390656,-4675.064467576873,0.29433518648147583,0.8
764,391168,-4956.411302443538,0.29445114731788635,0.8
765,391680,-7689.440807727209,0.29493463039398193,0.8
766,392192,-5330.776746310593,0.29571017622947693,0.8
767,392704,-2525.8143021435544,0.2961656451225281,0.8
768,393216,-3499.4077478442728,0.29522255063056946,0.8
769,393728,-1140.7426639380583,0.29465433955192566,0.8
770,394240,-10536.148414951811,0.29421088099479675,0.8
771,394752,-1829.4764463191407,0.2945426404476166,0.8
772,395264,-1527.307160911652,0.29690080881118774,0.8
773,395776,-3848.422988201279,0.29614508152008057,0.8
774,396288,-7188.6156791838,0.2961919605731964,0.8
775,396800,-2633.1263053230155,0.29508283734321594,0.8
776,397312,-3163.5688881569176,0.29548609256744385,0.8
777,397824,-3443.805861557711,0.2975599467754364,0.8
778,398336,-2225.4516688216604,0.2955048084259033,0.8
779,398848,-6591.748316475408,0.29600799083709717,0.8
780,399360,-2167.6404380498448,0.2963535785675049,0.8
781,399872,-4021.950057247742,0.29848480224609375,0.8
782,400384,-3412.6031681101554,0.2974904179573059,0.8
783,400896,-3029.226827702087,0.2957807779312134,0.8
784,401408,-1213.313293979495,0.29740187525749207,0.8
785,401920,-3767.0661815164376,0.29629406332969666,0.8
786,402432,-4548.4119015958,0.29608821868896484,0.8
787,402944,-4411.177704091068,0.2966901361942291,0.8
788,403456,-4458.611734089222,0.29686546325683594,0.8
789,403968,-3262.1528063771166,0.2951720952987671,0.8
790,404480,-4138.188496583869,0.2961164712905884,0.8
791,404992,-1699.557936388931,0.2951597571372986,0.8
792,405504,-12927.860206399708,0.2950212061405182,0.8
793,406016,-1788.1205540888893,0.2965424954891205,0.8
794,406528,-1797.7706257923726,0.2969667911529541,0.8
795,407040,-4779.60114108225,0.2959410846233368,0.8
796,407552,-6529.732301105198,0.2954397201538086,0.8
797,408064,-1993.6692818518,0.294345498085022,0.8
798,408576,-5205.963372119389,0.2956957519054413,0.8
799,409088,-2986.847248968874,0.2960461378097534,0.8
800,409600,-3334.648408733009,0.29605990648269653,0.8
801,410112,-4480.059099037118,0.2957354485988617,0.8
802,410624,-5473.6868342217585,0.29598721861839294,0.8
803,411136,-1660.2202441375928,0.29432788491249084,0.8
804,411648,-2051.086797765321,0.2949000895023346,0.8
805,412160,-1868.623514080096,0.29689598083496094,0.8
806,412672,-2029.6014991651448,0.29671984910964966,0.8
807,413184,-3622.432944427291,0.2946055233478546,0.8
808,413696,-5694.9792697391185,0.2961007356643677,0.8
809,414208,-5174.749921179033,0.29551196098327637,0.8
810,414720,-4458.079696516321,0.29560068249702454,0.8
811,415232,-2348.526258325026,0.29467520117759705,0.8
812,415744,-2964.461193530572,0.296404629945755,0.8
813,416256,-5365.972000315332,0.29421108961105347,0.8
814,416768,-4430.4974837773425,0.29627686738967896,0.8
815,417280,-1298.2281248886818,0.29731422662734985,0.8
816,417792,-5084.567830098602,0.2966674864292145,0.8
817,418304,-6458.057388124688,0.29569506645202637,0.8
818,418816,-3467.9643656074786,0.2966037094593048,0.8
819,419328,-2082.8037827428284,0.2963404953479767,0.8
820,419840,-1407.5236294166666,0.29671651124954224,0.8
821,420352,-8622.88359216464,0.29591500759124756,0.8
822,420864,-1747.3198585223026,0.29644376039505005,0.8
823,421376,-1853.9334447919755,0.2969871163368225,0.8
824,421888,-4157.736069456232,0.29699650406837463,0.8
825,422400,-1544.1932778481225,0.2971302568912506,0.8
826,422912,-14674.446651185563,0.297285795211792,0.8
827,423424,-2886.039190264908,0.29602959752082825,0.8
828,423936,-4181.901539302109,0.29597413539886475,0.8
829,424448,-5186.892547021486,0.296590656042099,0.8
830,424960,-1994.0296996226816,0.2960890829563141,0.8
831,425472,-7277.935086200289,0.2968185842037201,0.8
832,425984,-3256.0306318877792,0.2955619692802429,0.8
833,426496,-2458.5981757453,0.29733917117118835,0.8
834,427008,-3236.847922444122,0.2964361906051636,0.8
835,427520,-1782.9698459030587,0.29504281282424927,0.8
836,428032,-3416.1620815314077,0.2948944568634033,0.8
837,428544,-6586.86470186687,0.2964405417442322,0.8
838,429056,-2467.4865025576637,0.29676419496536255,0.8
839,429568,-3860.6077674497233,0.297691285610199,0.8
840,430080,-2700.632765860415,0.2978336215019226,0.8
841,430592,-2506.0107190721983,0.2965586185455322,0.8
842,431104,-3237.681797440265,0.2972790002822876,0.8
843,431616,-3299.465381386545,0.29769545793533325,0.8
844,432128,-6970.795618093681,0.29547446966171265,0.8
845,432640,-3250.2871513255195,0.2976490259170532,0.8
846,433152,-2874.477465312414,0.29659563302993774,0.8
847,433664,-5980.969493443043,0.295304536819458,0.8
848,434176,-3185.8578507841335,0.29663756489753723,0.8
849,434688,-11170.180906855563,0.2960989773273468,0.8
850,435200,-8684.941696422029,0.29536065459251404,0.8
851,435712,-4657.633809722526,0.29576313495635986,0.8
852,436224,-4285.60658008127,0.2966395318508148,0.8
853,436736,-2093.755555963898,0.29583939909935,0.8
854,437248,-2085.1427934668027,0.2961931824684143,0.8
855,437760,-1165.9140631674397,0.2955816686153412,0.8
856,438272,-1617.6340462175422,0.2966032028198242,0.8
857,438784,-4694.04894097539,0.29513776302337646,0.8
858,439296,-5099.305367668004,0.29708024859428406,0.8
859,439808,-2356.3656452568625,0.29365411400794983,0.8
860,440320,-1793.9932144206841,0.2951899766921997,0.8
861,440832,-5854.036923225372,0.2954307198524475,0.8
862,441344,-3648.9259306399667,0.2955268919467926,0.8
863,441856,-5668.519420053825,0.2978198826313019,0.8
864,442368,-1491.6323371429535,0.29690709710121155,0.8
865,442880,-5463.035466965029,0.2972257733345032,0.8
866,443392,-3586.4720727726635,0.2960233986377716,0.8
867,443904,-2762.0597775021215,0.2962411344051361,0.8
868,444416,-2007.7008659419234,0.2967456579208374,0.8
869,444928,-1630.3722500563551,0.2974958121776581,0.8
870,445440,-3182.2639479545464,0.296264111995697,0.8
871,445952,-2137.6130780880258,0.2959769070148468,0.8
872,446464,-3888.798940010678,0.2974717319011688,0.8
873,446976,-2115.9872709926926,0.2963532507419586,0.8
874,447488,-1977.1314862681484,0.2950073480606079,0.8
875,448000,-2375.0254883321445,0.2971954941749573,0.8
876,448512,-6125.499819265084,0.2975066900253296,0.8
877,449024,-2847.2392877025277,0.2970937192440033,0.8
878,449536,-3192.3768859982633,0.297485888004303,0.8
879,450048,-3214.8446586275636,0.2976245880126953,0.8
880,450560,-6731.206506331042,0.29568853974342346,0.8
881,451072,-4982.09533650431,0.2970377206802368,0.8
882,451584,-5848.033029157171,0.294523149728775,0.8
883,452096,-10307.39980674702,0.2964361608028412,0.8
884,452608,-2108.7070716439557,0.29732903838157654,0.8
885,453120,-2985.3957159279453,0.2981835603713989,0.8
886,453632,-5331.092822576758,0.296954482793808,0.8
887,454144,-4432.702299964301,0.29662400484085083,0.8
888,454656,-3326.3859480466035,0.2969096302986145,0.8
889,455168,-4082.6666281682815,0.2970966696739197,0.8
890,455680,-11687.115804348347,0.29627135396003723,0.8
891,456192,-1521.9680720958688,0.29770034551620483,0.8
892,456704,-2717.8073647299266,0.2971358299255371,0.8
893,457216,-11258.371008285096,0.2958530783653259,0.8
894,457728,-3622.994991681785,0.29687023162841797,0.8
895,458240,-6037.592994774411,0.2961658537387848,0.8
896,458752,-7217.505096234902,0.29599952697753906,0.8
897,459264,-1936.320322241325,0.29500487446784973,0.8
898,459776,-2938.183558890523,0.2966417372226715,0.8
899,460288,-1729.904144158335,0.29592421650886536,0.8
900,460800,-1543.0666328962507,0.2961641252040863,0.8
901,461312,-3429.271665037195,0.2976653277873993,0.8
902,461824,-3930.957670057658,0.2962273359298706,0.8
903,462336,-2806.652381189778,0.29685673117637634,0.8
904,462848,-5969.567468155572,0.296885222196579,0.8
905,463360,-2756.806073961282,0.29598698019981384,0.8
906,463872,-5416.765247313497,0.29717668890953064,0.8
907,464384,-4290.633869652363,0.29759839177131653,0.8
908,464896,-4320.5044298155935,0.29764872789382935,0.8
909,465408,-5106.757815705842,0.2968916893005371,0.8
910,465920,-8723.84698267676,0.29719579219818115,0.8
911,466432,-3027.3347352438595,0.29694727063179016,0.8
912,466944,-2717.7362256595025,0.295522004365921,0.8
913,467456,-6741.795804273101,0.29638445377349854,0.8
914,467968,-2642.922850432967,0.29482316970825195,0.8
915,468480,-4303.246128038696,0.2962585687637329,0.8
916,468992,-5483.86453173762,0.29789143800735474,0.8
917,469504,-9977.49307950182,0.2966892719268799,0.8
918,470016,-9526.736823834848,0.2967006266117096,0.8
919,470528,-3194.8749672230747,0.2979946732521057,0.8
920,471040,-3539.2591537432154,0.29753538966178894,0.8
921,471552,-1107.0931984766553,0.2977833151817322,0.8
922,472064,-8107.160292996858,0.2969314754009247,0.8
923,472576,-7171.176574294551,0.29851651191711426,0.8
924,473088,-4363.282623403972,0.29595857858657837,0.8
925,473600,-9273.428120554801,0.29643428325653076,0.8
926,474112,-6193.996060187938,0.2980002164840698,0.8
927,474624,-2816.8500324301285,0.2980099618434906,0.8
928,475136,-4084.7938108626395,0.29814034700393677,0.8
929,475648,-5369.875962104654,0.2980307638645172,0.8
930,476160,-5633.195655060375,0.299348920583725,0.8
931,476672,-3029.949135995637,0.2995609939098358,0.8
932,477184,-2298.525902473647,0.29953792691230774,0.8
933,477696,-4651.731586210976,0.2991805374622345,0.8
934,478208,-5807.018384451669,0.29888567328453064,0.8
935,478720,-4008.996430950345,0.2996871769428253,0.8
936,479232,-2960.0412296611785,0.2973581552505493,0.8
937,479744,-4285.166651888024,0.29826244711875916,0.8
938,480256,-4391.437663732828,0.2979942858219147,0.8
939,480768,-4632.240987949584,0.2978036105632782,0.8
940,481280,-1636.5520115961422,0.2983177900314331,0.8
941,481792,-2472.7528903765847,0.2987119257450104,0.8
942,482304,-2664.9053827763664,0.298575758934021,0.8
943,482816,-4579.638099835885,0.2979445159435272,0.8
944,483328,-3919.7155033476924,0.29906436800956726,0.8
945,483840,-2510.6687759789656,0.2991442382335663,0.8
946,484352,-2618.748306428211,0.299058198928833,0.8
947,484864,-5136.613907821744,0.29958662390708923,0.8
948,485376,-1644.6052629433698,0.298997163772583,0.8
949,485888,-2300.1254436625873,0.29790613055229187,0.8
950,486400,-2451.168725665402,0.2989432215690613,0.8
951,486912,-13934.270041264535,0.29718396067619324,0.8
952,487424,-6255.13597747237,0.2982250452041626,0.8
953,487936,-2090.828093075347,0.2982437014579773,0.8
954,488448,-1835.6820933250235,0.2971095144748688,0.8
955,488960,-3536.3022746430806,0.29806026816368103,0.8
956,489472,-2146.916149103581,0.2965206503868103,0.8
957,489984,-3113.485058279943,0.2973766326904297,0.8
958,490496,-3305.8589829590373,0.29849204421043396,0.8
959,491008,-8426.576054020486,0.29753512144088745,0.8
960,491520,-2966.912594317362,0.2973523437976837,0.8
961,492032,-4846.550572409429,0.2985949218273163,0.8
962,492544,-4153.716130716875,0.2979271411895752,0.8
963,493056,-1804.0038089159968,0.2968055307865143,0.8
964,493568,-9609.101224514056,0.2978634238243103,0.8
965,494080,-2596.9688829076276,0.2966691553592682,0.8
966,494592,-1375.2962757566595,0.29718074202537537,0.8
967,495104,-1447.2116266160458,0.2977941334247589,0.8
968,495616,-4725.430946495743,0.29781991243362427,0.8
969,496128,-3029.029200312602,0.2968875765800476,0.8
970,496640,-1897.019722280561,0.29612505435943604,0.8
971,497152,-2353.0579161536707,0.2980891168117523,0.8
972,497664,-2284.557735628358,0.2979479730129242,0.8
973,498176,-3471.1424462903565,0.29744917154312134,0.8
974,498688,-2308.3220732702725,0.2983063757419586,0.8
975,499200,-2753.3816923362474,0.2985181212425232,0.8
976,499712,-8622.140258915651,0.29823949933052063,0.8
977,500224,-3243.1829425831197,0.2995149791240692,0.8
978,500736,-3698.05204233196,0.29784902930259705,0.8
979,501248,-5400.084888119058,0.2980506420135498,0.8
980,501760,-6297.0895683064855,0.2989087402820587,0.8
981,502272,-5075.3641007021715,0.29655131697654724,0.8
982,502784,-8116.760215686746,0.2973985970020294,0.8
983,503296,-1248.9270673607705,0.29743891954421997,0.8
984,503808,-2797.1855533709618,0.29650336503982544,0.8
985,504320,-7281.958292384562,0.2973617613315582,0.8
986,504832,-2808.1931076439746,0.29608967900276184,0.8
987,505344,-5907.833418531185,0.2951413691043854,0.8
988,505856,-3286.9653880023493,0.2972880005836487,0.8
989,506368,-3225.6718681717434,0.2961265444755554,0.8
990,506880,-7765.431798058318,0.29287710785865784,0.8
991,507392,-1056.8000524363335,0.29556500911712646,0.8
992,507904,-1786.831660886478,0.29603278636932373,0.8
993,508416,-4102.530109382606,0.29534202814102173,0.8
994,508928,-5580.6803389260795,0.29450029134750366,0.8
995,509440,-2558.0802200268413,0.29517409205436707,0.8
996,509952,-11274.89504634615,0.29468831419944763,0.8
997,510464,-5897.584822248225,0.2940704822540283,0.8
998,510976,-11453.07214231264,0.2948172092437744,0.8
999,511488,-2260.138759351385,0.29440829157829285,0.8
1000,512000,-4442.654515167062,0.2947354316711426,0.8
1001,512512,-2497.7654889610417,0.29487210512161255,0.8
1002,513024,-7634.537243442116,0.2921438217163086,0.8
1003,513536,-2288.525778669962,0.29386553168296814,0.8
1004,514048,-2969.980718868708,0.29364287853240967,0.8
1005,514560,-1942.8453462040088,0.29335567355155945,0.8
1006,515072,-1639.207164650793,0.29520872235298157,0.8
1007,515584,-5548.063733955499,0.2951684594154358,0.8
1008,516096,-5502.494275883988,0.293577641248703,0.8
1009,516608,-5980.862780931384,0.2933851182460785,0.8
1010,517120,-11344.07674833604,0.29301896691322327,0.8
1011,517632,-3065.4497089060583,0.29403531551361084,0.8
1012,518144,-4452.183714131096,0.29430651664733887,0.8
1013,518656,-3526.4236513741885,0.29355984926223755,0.8
1014,519168,-4743.457659790775,0.2936818301677704,0.8
1015,519680,-10156.856557397135,0.29375118017196655,0.8
1016,520192,-4196.044329857988,0.2947961390018463,0.8
1017,520704,-1666.9713460540809,0.29439184069633484,0.8
1018,521216,-7657.207119735842,0.29446718096733093,0.8
1019,521728,-6736.3344452461015,0.29380545020103455,0.8
1020,522240,-2374.4577114311264,0.29332730174064636,0.8
1021,522752,-1921.9380139470989,0.2947455048561096,0.8
1022,523264,-5830.740070419358,0.29281583428382874,0.8
