curr_time,press_in,press_out,flowrate1,flowrate2,ctrl_pos,ctrl_neg,press_pos,press_neg
0.23202824592590332,141.55563354492188,33.86592102050781,7.791614532470703,-0.1477956771850586,1.0,1.0,141.55563354492188,33.86592102050781
0.2514832019805908,141.3914794921875,33.849342346191406,8.037924766540527,-0.13136863708496094,1.0,1.0,141.3914794921875,33.849342346191406
0.2713890075683594,141.55563354492188,33.81616973876953,7.840883731842041,-0.13958215713500977,1.0,1.0,141.55563354492188,33.81616973876953
0.2914011478424072,141.06304931640625,33.849342346191406,8.062553405761719,-0.13136863708496094,1.0,0.8999999761581421,141.06304931640625,33.849342346191406
0.3092989921569824,141.88404846191406,33.81616973876953,8.062553405761719,-0.1477956771850586,1.0,0.8999999761581421,141.88404846191406,33.81616973876953
0.32933926582336426,141.3914794921875,33.65031433105469,7.405734062194824,-0.13136863708496094,1.0,0.8999999761581421,141.3914794921875,33.65031433105469
0.34929513931274414,141.22732543945312,32.83765411376953,6.9213151931762695,-0.17242431640625,1.0,0.8999999761581421,141.22732543945312,32.83765411376953
0.3692653179168701,140.98092651367188,32.282066345214844,7.454991340637207,-0.016427040100097656,1.0,0.8999999761581421,140.98092651367188,32.282066345214844
0.38922119140625,141.88404846191406,31.45282745361328,7.668459415435791,0.05747079849243164,1.0,0.8999999761581421,141.88404846191406,31.45282745361328
0.4091489315032959,141.1451873779297,30.46601104736328,7.200467586517334,0.30378103256225586,1.0,0.8999999761581421,141.1451873779297,30.46601104736328
0.4291341304779053,141.22732543945312,29.69481658935547,7.290780544281006,0.5665063858032227,1.0,0.8999999761581421,141.22732543945312,29.69481658935547
0.449094295501709,140.89889526367188,29.238739013671875,7.151210308074951,0.6321907043457031,1.0,0.8999999761581421,140.89889526367188,29.238739013671875
0.4688429832458496,140.65249633789062,28.616806030273438,6.831002235412598,0.7553458213806152,1.0,0.8999999761581421,140.65249633789062,28.616806030273438
0.4875490665435791,140.8167724609375,28.343154907226562,6.995213031768799,1.2069106101989746,1.0,0.8999999761581421,140.8167724609375,28.343154907226562
0.5064840316772461,140.65249633789062,27.49732208251953,6.978797912597656,1.0509133338928223,1.0,0.8999999761581421,140.65249633789062,27.49732208251953
0.526421070098877,139.83151245117188,26.800758361816406,6.872057914733887,1.4614343643188477,1.0,0.8999999761581421,139.83151245117188,26.800758361816406
0.5463721752166748,140.48834228515625,26.485641479492188,7.184052467346191,1.2890219688415527,1.0,0.8999999761581421,140.48834228515625,26.485641479492188
0.5663001537322998,142.04832458496094,25.75591278076172,6.658589839935303,1.4614343643188477,1.0,0.8999999761581421,142.04832458496094,25.75591278076172
0.5844261646270752,139.58522033691406,25.25836181640625,6.6257476806640625,1.7980575561523438,1.0,0.8999999761581421,139.58522033691406,25.25836181640625
0.604248046875,139.4209442138672,25.19202423095703,7.069110870361328,1.5435457229614258,1.0,0.8999999761581421,139.4209442138672,25.19202423095703
0.6232073307037354,139.33892822265625,24.512046813964844,6.297338008880615,1.6913294792175293,1.0,0.8999999761581421,139.33892822265625,24.512046813964844
0.6417832374572754,139.25680541992188,24.246681213378906,6.1577558517456055,2.0279526710510254,1.0,0.8999999761581421,139.25680541992188,24.246681213378906
0.661329984664917,138.68209838867188,23.86522674560547,6.363010406494141,1.8144845962524414,1.0,0.8999999761581421,138.68209838867188,23.86522674560547
0.6811740398406982,138.43580627441406,23.541824340820312,6.280910968780518,1.8555283546447754,1.0,0.8999999761581421,138.43580627441406,23.541824340820312
0.7001302242279053,138.1073760986328,23.11890411376953,5.960714817047119,1.9047975540161133,1.0,0.8999999761581421,138.1073760986328,23.11890411376953
0.7200310230255127,138.02523803710938,22.903305053710938,6.133127212524414,1.9376397132873535,1.0,0.8999999761581421,138.02523803710938,22.903305053710938
0.7394402027130127,137.77896118164062,22.389175415039062,5.862188339233398,2.0279526710510254,1.0,0.8999999761581421,137.77896118164062,22.389175415039062
0.7552592754364014,137.20425415039062,22.190155029296875,5.796504020690918,1.9951105117797852,1.0,0.8999999761581421,137.20425415039062,22.190155029296875
0.7743330001831055,137.53256225585938,22.123809814453125,5.558407306671143,2.044367790222168,1.0,0.8999999761581421,137.53256225585938,22.123809814453125
0.7934210300445557,137.03997802734375,21.73406982421875,5.16430139541626,2.2414207458496094,1.0,0.8999999761581421,137.03997802734375,21.73406982421875
0.8135011196136475,136.46527099609375,21.42725372314453,4.983675479888916,2.126479148864746,1.0,0.8999999761581421,136.46527099609375,21.42725372314453
0.8332791328430176,137.1221160888672,21.186767578125,5.22998571395874,2.1182656288146973,1.0,0.8999999761581421,137.1221160888672,21.186767578125
0.852358341217041,135.8084259033203,20.855072021484375,5.0904154777526855,2.1182656288146973,1.0,0.8999999761581421,135.8084259033203,20.855072021484375
0.8691620826721191,135.8084259033203,20.697509765625,5.5173516273498535,2.077209949493408,1.0,0.8999999761581421,135.8084259033203,20.697509765625
0.8888812065124512,136.13685607910156,20.432159423828125,5.115044116973877,2.422046661376953,1.0,0.8999999761581421,136.13685607910156,20.432159423828125
0.908879280090332,135.3978729248047,20.20825958251953,4.5813679695129395,2.1100521087646484,1.0,0.8999999761581421,135.3978729248047,20.20825958251953
0.9285759925842285,134.57687377929688,20.000946044921875,4.868733882904053,2.3974180221557617,1.0,0.8999999761581421,134.57687377929688,20.000946044921875
0.9485030174255371,134.74114990234375,19.586326599121094,4.860520362854004,2.052581310272217,1.0,0.8999999761581421,134.74114990234375,19.586326599121094
